respid,WEIGHT,party,age_cat,educ,urbanicity,state,solar_general,solar_local,wind_local,solar_farm_nearby,main_concern
11577,0.5714,Independent,30-49,College graduate or more,Suburban,Oklahoma,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
11578,1.7667,Republican,30-49,High school or less,Urban,Texas,Strongly favor,Strongly oppose,Somewhat favor,Yes,Doubts it is reliable
11579,0.4295,Democrat,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Uses too much land
11580,0.8851,Republican,50-64,Some college,Urban,Texas,Somewhat favor,Strongly favor,Somewhat oppose,No,Changes how the area looks
11581,0.855,Democrat,18-29,College graduate or more,Urban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Worried about property values
11582,0.6961,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11583,0.5107,Republican,50-64,College graduate or more,Suburban,Missouri,Strongly oppose,Somewhat oppose,Strongly oppose,No,Uses too much land
11584,0.7232,Republican,30-49,College graduate or more,Suburban,Louisiana,Strongly favor,Strongly favor,Somewhat oppose,Yes,No concerns
11585,1.0367,Independent,50-64,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,No,Changes how the area looks
11586,1.0759,Republican,30-49,Some college,Urban,Louisiana,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
11587,1.0294,Republican,65+,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
11588,1.0455,Republican,50-64,High school or less,Suburban,Oklahoma,Somewhat oppose,Somewhat oppose,Strongly oppose,No,Uses too much land
11589,0.7425,Democrat,50-64,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
11590,0.818,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
11591,0.8547,Independent,50-64,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
11592,0.6358,Independent,30-49,Some college,Suburban,Arkansas,Somewhat favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
11593,1.0835,Democrat,18-29,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
11594,0.6586,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
11595,1.6054,Republican,30-49,Some college,Rural,Louisiana,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Uses too much land
11596,0.7996,Democrat,30-49,Some college,Suburban,Arkansas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
11597,0.6568,Republican,50-64,Some college,Suburban,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
11598,2.7083,Republican,18-29,High school or less,Suburban,Arkansas,Strongly favor,Strongly oppose,Somewhat favor,No,Uses too much land
11599,0.695,Independent,65+,Some college,Urban,Louisiana,Strongly favor,Somewhat favor,Somewhat oppose,No,Something else
11600,0.834,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
11601,0.4381,Republican,65+,College graduate or more,Suburban,Louisiana,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
11602,0.3532,Republican,65+,College graduate or more,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
11603,2.5285,Republican,18-29,High school or less,Urban,Texas,Strongly oppose,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
11604,0.6512,Independent,65+,Some college,Suburban,Louisiana,Somewhat favor,Strongly favor,Somewhat favor,No,Changes how the area looks
11605,0.6734,Independent,30-49,College graduate or more,Suburban,Missouri,Somewhat oppose,Strongly oppose,Somewhat favor,No,Doubts it is reliable
11606,1.161,Democrat,18-29,Some college,Urban,Kansas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
11607,0.7082,Republican,30-49,College graduate or more,Rural,Texas,Somewhat oppose,Strongly oppose,Somewhat favor,Yes,Uses too much land
11608,0.7836,Republican,65+,High school or less,Urban,Texas,Somewhat oppose,Strongly favor,Somewhat oppose,No,No concerns
11609,0.6339,Republican,50-64,College graduate or more,Rural,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Worried about property values
11610,0.4891,Independent,65+,College graduate or more,Suburban,Oklahoma,Somewhat favor,Strongly favor,Strongly oppose,No,Worried about property values
11611,2.1239,Independent,30-49,High school or less,Rural,Kansas,Somewhat oppose,Strongly favor,99,No,Worried about property values
11612,0.869,Democrat,50-64,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Somewhat oppose,No,No concerns
11613,0.6716,Democrat,65+,High school or less,Suburban,Kansas,Somewhat favor,99,Strongly favor,No,Uses too much land
11614,1.4209,Democrat,18-29,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11615,1.7468,Democrat,18-29,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11616,0.8077,Republican,65+,High school or less,Suburban,Louisiana,Strongly oppose,Somewhat oppose,Strongly oppose,Yes,Doubts it is reliable
11617,0.9016,Independent,65+,High school or less,Suburban,Missouri,Strongly favor,Strongly favor,Somewhat oppose,No,Uses too much land
11618,0.6023,Republican,50-64,Some college,Suburban,Kansas,Somewhat oppose,Strongly oppose,Strongly oppose,Yes,Doubts it is reliable
11619,0.5932,Independent,30-49,College graduate or more,Suburban,Louisiana,Strongly oppose,Strongly favor,Somewhat favor,No,No concerns
11620,0.7973,Democrat,50-64,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
11621,0.986,Democrat,30-49,High school or less,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
11622,0.8608,Democrat,18-29,College graduate or more,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,Worried about property values
11623,0.8297,Democrat,50-64,Some college,Suburban,Arkansas,Somewhat favor,Strongly favor,Somewhat favor,Yes,Uses too much land
11624,0.9425,Democrat,50-64,High school or less,Rural,Texas,Somewhat favor,Somewhat favor,Strongly favor,Yes,Changes how the area looks
11625,0.8787,Republican,50-64,High school or less,Urban,Oklahoma,Somewhat favor,Strongly favor,Somewhat oppose,No,No concerns
11626,0.5691,Independent,65+,College graduate or more,Urban,Oklahoma,Strongly favor,Somewhat oppose,Somewhat favor,No,Changes how the area looks
11627,0.7574,Republican,50-64,Some college,Urban,Texas,Somewhat favor,Strongly favor,Strongly oppose,No,No concerns
11628,0.857,Democrat,50-64,Some college,Rural,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,Something else
11629,0.6073,Republican,65+,Some college,Suburban,Louisiana,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
11630,0.9859,Republican,18-29,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat oppose,Yes,Changes how the area looks
11631,0.9421,Republican,18-29,College graduate or more,Suburban,Kansas,Strongly favor,Strongly oppose,Strongly oppose,No,Changes how the area looks
11632,2.7115,Republican,18-29,High school or less,Rural,Arkansas,Strongly favor,Strongly favor,Somewhat oppose,Yes,No concerns
11633,0.4279,Republican,50-64,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat oppose,No,No concerns
11634,0.319,Democrat,50-64,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,Yes,No concerns
11635,1.3267,Democrat,18-29,College graduate or more,Rural,Kansas,Somewhat favor,Strongly oppose,Somewhat favor,No,Worried about property values
11636,1.2678,Democrat,18-29,High school or less,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
11637,2.1043,Republican,18-29,High school or less,Suburban,Louisiana,Somewhat oppose,Strongly favor,Strongly oppose,No,No concerns
11638,0.4657,Democrat,65+,Some college,Suburban,Texas,Somewhat oppose,Strongly favor,Strongly favor,No,Uses too much land
11639,0.8985,Independent,65+,High school or less,Urban,Oklahoma,Somewhat oppose,Strongly oppose,Strongly favor,Yes,Worried about property values
11640,0.6991,Republican,50-64,Some college,Suburban,Arkansas,Somewhat oppose,Strongly favor,Strongly oppose,No,Uses too much land
11641,1.3256,Democrat,30-49,High school or less,Suburban,Arkansas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Something else
11642,0.7091,Democrat,65+,Some college,Rural,Texas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
11643,1.2283,Republican,50-64,High school or less,Urban,Texas,Strongly oppose,Strongly favor,Strongly oppose,No,Something else
11644,1.188,Republican,18-29,College graduate or more,Urban,Texas,Somewhat favor,Somewhat oppose,Strongly oppose,Yes,Something else
11645,1.2126,Republican,30-49,High school or less,Suburban,Arkansas,Strongly oppose,Somewhat oppose,Strongly oppose,No,Uses too much land
11646,0.4327,Republican,50-64,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat favor,Strongly oppose,Yes,Uses too much land
11647,1.2675,Independent,30-49,High school or less,Suburban,Louisiana,Strongly favor,Strongly favor,Strongly favor,No,No concerns
11648,0.5903,Democrat,65+,Some college,Suburban,Arkansas,Somewhat favor,Strongly favor,Somewhat oppose,No,Something else
11649,0.4286,Republican,50-64,College graduate or more,Urban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
11650,0.6857,Democrat,18-29,College graduate or more,Urban,Texas,Somewhat favor,Strongly favor,Somewhat favor,Yes,No concerns
11651,1.2149,Independent,30-49,Some college,Suburban,Kansas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Uses too much land
11652,1.0444,Independent,30-49,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat oppose,99,No,Worried about property values
11653,0.7663,Democrat,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
11654,0.5574,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Uses too much land
11655,1.0722,Republican,65+,High school or less,Urban,Arkansas,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Changes how the area looks
11656,0.7551,Republican,50-64,Some college,Rural,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
11657,0.8734,Independent,65+,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
11658,1.9036,Independent,18-29,High school or less,Rural,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,Yes,Changes how the area looks
11659,1.442,Democrat,18-29,Some college,Rural,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,No,Worried about property values
11660,0.7127,Democrat,50-64,High school or less,Suburban,Arkansas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
11661,0.4974,Independent,30-49,College graduate or more,Suburban,Texas,Somewhat oppose,99,Somewhat favor,No,Something else
11662,0.6357,Republican,30-49,College graduate or more,Suburban,Texas,Somewhat oppose,Somewhat favor,Strongly oppose,No,No concerns
11663,2.3286,Independent,18-29,High school or less,Urban,Kansas,Strongly oppose,Strongly favor,Somewhat oppose,No,Something else
11664,0.5078,Democrat,50-64,Some college,Suburban,Oklahoma,Somewhat favor,Strongly favor,Somewhat oppose,Yes,No concerns
11665,0.967,Republican,30-49,Some college,Suburban,Texas,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Uses too much land
11666,1.5619,Independent,30-49,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,No,Something else
11667,1.4018,Independent,30-49,High school or less,Suburban,Arkansas,Somewhat oppose,Somewhat favor,Somewhat favor,No,No concerns
11668,1.0351,Democrat,30-49,High school or less,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,Something else
11669,1.9818,Independent,18-29,High school or less,Suburban,Missouri,Somewhat favor,Somewhat oppose,Somewhat favor,No,Uses too much land
11670,0.7786,Republican,50-64,Some college,Suburban,Louisiana,Somewhat favor,Strongly oppose,Somewhat oppose,No,Worried about property values
11671,0.6349,Republican,50-64,Some college,Suburban,Louisiana,Strongly oppose,Strongly oppose,Somewhat oppose,No,Uses too much land
11672,0.8655,Democrat,50-64,Some college,Rural,Texas,Strongly favor,Strongly oppose,Somewhat favor,Yes,Uses too much land
11673,1.6839,Independent,18-29,Some college,Suburban,Arkansas,Somewhat favor,Strongly favor,99,Yes,Uses too much land
11674,0.5677,Republican,50-64,Some college,Suburban,Oklahoma,Strongly favor,99,Strongly oppose,No,Something else
11675,0.9609,Democrat,18-29,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat oppose,No,No concerns
11676,0.6748,Democrat,50-64,High school or less,Suburban,Missouri,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
11677,1.2266,Independent,18-29,College graduate or more,Urban,Missouri,Strongly favor,Strongly favor,Strongly favor,No,No concerns
11678,0.7471,Independent,65+,Some college,Urban,Oklahoma,Strongly favor,Strongly favor,Strongly favor,No,Something else
11679,0.4391,Independent,30-49,College graduate or more,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
11680,0.392,Independent,50-64,College graduate or more,Suburban,Louisiana,Somewhat favor,Strongly oppose,Somewhat favor,No,Uses too much land
11681,1.0777,Independent,50-64,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Changes how the area looks
11682,0.9069,Republican,50-64,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
11683,1.1187,Independent,18-29,College graduate or more,Rural,Arkansas,Somewhat favor,Somewhat favor,Strongly oppose,No,Something else
11684,0.4007,Independent,65+,College graduate or more,Suburban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,Yes,Uses too much land
11685,0.3044,Democrat,65+,College graduate or more,Suburban,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
11686,2.051,Independent,30-49,High school or less,Rural,Texas,Strongly favor,Somewhat favor,99,Yes,Changes how the area looks
11687,2.4847,Republican,30-49,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly oppose,No,Changes how the area looks
11688,0.568,Democrat,65+,High school or less,Suburban,Missouri,Strongly oppose,Somewhat oppose,Somewhat favor,No,Something else
11689,0.5594,Democrat,50-64,Some college,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,Uses too much land
11690,0.8653,Republican,50-64,High school or less,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat oppose,No,Changes how the area looks
11691,0.8737,Republican,18-29,College graduate or more,Suburban,Arkansas,Somewhat favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
11692,0.4562,Democrat,65+,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
11693,0.3199,Democrat,65+,College graduate or more,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
11694,1.2312,Democrat,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
11695,1.5132,Democrat,18-29,High school or less,Suburban,Kansas,Strongly favor,Somewhat favor,Strongly favor,Yes,Uses too much land
11696,1.1003,Republican,30-49,Some college,Rural,Oklahoma,Somewhat favor,Strongly oppose,Somewhat oppose,No,Uses too much land
11697,0.553,Democrat,65+,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Changes how the area looks
